"","skclnt","skitem","buyer_num","buyer_name","po_number","ndc","item_description","vendor_number","vendor_name","ship_point","sub_group","actual_leadtime","order_date","receipt_date","sku_lt_orderdate","relationship_lt_orderdate","realtionship_lt_today","order_qty","total_receipt_qty","purchasing_team","orderdate_aa_code","bypass_lt","gen_nam","card_gcn_id","card_gen_ind_desc","ahfs_desc","fin_flag","fin_flag_gcn","source_type","nlc_type_desc","accunet","card_sbst_key_id","pack_qty","cvs_formulary_a_b_d","cvs_segment","sku","snapshot_date","skfcst","skappc"
"4480","028D","4253464","628","JEANNINE ROGERS","4344052","10702005601","OXYCODONE HCL 10MG 100 IR C2","09283","KVK TECH INC CS","PA","",11,2021-08-16,2021-08-27,8.82,10,10,24,24,"Generics","996","Y","OXYCODONE HCL","16291","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"16291000",1,"PRIMARY, PRIMARY, PRIMARY","C2, C2, C2","4253464028D",2021-11-01,58.33,14.5
"4481","064D","5203682","628","JEANNINE ROGERS","0371938","10702006501","DEXTROAMPHET 5MG 100 C2","09283","KVK TECH INC CS","PA","",4,2021-06-28,2021-07-02,9.44,8,8,12,12,"Generics","0","N","D-AMPHETAMINE SULFATE","19881","GENERIC DRUG","AMPHETAMINES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"19881002",1,NA,"C2, C2, C2","5203682064D",2021-11-01,18.5,48
"4482","099D","5014360","627","LISA POSTON","4268445","53746011005","HYDROCOD/APAP 10-325MG 500 C2","04511","AMNEAL PHARMACEUTICALS LLC CS","KY","",2,2021-06-29,2021-07-01,2.98,7,4,1176,1176,"Generics","992","Y","HYDROCOD/ACETAMIN","70330","GENERIC DRUG","OPIATE AGONISTS","3","yes","SOURCE A - IN SCOPE","CENTRALIZED",500,"70330003",1,NA,"C2, C2, C2","5014360099D",2021-11-01,2041.43,102.5
"4483","064D","5649595","622","ESMERALDA TUSSING","0374439","11534019501","AMPHET SALT CMB 20MG 100UU C2","11084","SUNRISE PHARMACEUTICAL INC CS","OH","",6,2021-08-03,2021-08-09,7,7,7,48,48,"Generics","0","N","DEXTROAMPHETAMINE/AMPHETAMINE","56973","GENERIC DRUG","AMPHETAMINES","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"56973001",1,NA,"C2, C2, C2","5649595064D",2021-11-01,44.47,86.59
"4484","064D","5142039","632","ADAM STEMM","4405923","33342008407","OLANZAPINE 10MG 30 ODT","10556","MACLEODS PHARMA USA INC CS","","",10,2021-09-21,2021-10-01,12.94,8,8,24,24,"Generics","0","N","OLANZAPINE","92008","GENERIC DRUG","ANTIPSYCHOTICS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"92008003",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","5142039064D",2021-11-01,26.74,37.71
"4485","064D","5561543","624","ASHLEY BOLTZ","0370209","51224002160","GABAPENTIN 600MG 500","10168","TAGI PHARMA INC CS","","",7,2021-05-28,2021-06-04,4.32,5,5,60,60,"Generics","0","N","GABAPENTIN","94624","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",500,"94624001",1,NA,"WH, WH, WH","5561543064D",2021-11-01,69.81,62.2
"4486","010D","5606074","627","LISA POSTON","4284265","44567040010","MEROPENEM 500MG 10","10521","W G CRITICAL CARE","","",7,2021-07-12,2021-07-19,7.53,7,6,24,24,"Generics","0","N","MEROPENEM","67092","GENERIC DRUG","MISCELLANEOUS B-LACTAM ANTIBIOTICS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",10,"67092003",10,NA,NA,"5606074010D",2021-11-01,91.06,145.5
"4487","099D","5524681","632","ADAM STEMM","4441207","68382089606","TADALAFIL 2.5MG 30 CPLT","04887","ZYDUS PHARMA USA INC CS","","",8,2021-10-12,2021-10-20,4.53,3,3,576,576,"Generics","0","N","TADALAFIL","99409","GENERIC DRUG","PHOSPHODIESTERASE TYPE 5 INHIBITORS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",30,"99409000",1,NA,"OV, OV, OV","5524681099D",2021-11-01,334.99,25
"4488","008D","5026323","633","CAMERON HOWARD","4352669","00406012405","HYDROCOD/AP 7.5-325MG 500 C2","02598","SPECGX LLC CS","NY","",4,2021-08-23,2021-08-27,2.83,4,4,72,72,"Generics","0","N","HYDROCOD/ACETAMIN","12488","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",500,"12488003",1,NA,"C2, C2, C2","5026323008D",2021-11-01,64.91,182.2
"4489","015D","4791687","627","LISA POSTON","4250860","44567070810","CEFAZOLIN 10GM 10 100ML BULK","10521","W G CRITICAL CARE","","",7,2021-06-21,2021-06-28,8.34,7,5,21,21,"Generics","0","N","CEFAZOLIN SODIUM","39904","GENERIC DRUG","CEPHALOSPORINS",NA,NA,"GENERIC DRUG","NOT CENTRALIZED",10,"39904011",10,NA,NA,"4791687015D",2021-11-01,44.94,110
"4490","037D","4928271","630","CODY DIERCKS","4425441","36000003310","METOPROLOL TART 1MG/ML 10X5ML","09384","CLARIS BAXTER","","",4,2021-10-04,2021-10-08,7.24,8,8,45,45,"Generics","0","N","METOPROLOL TARTRATE","12241","GENERIC DRUG","BETA-ADRENERGIC BLOCKING AGENTS",NA,"yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",50,"12241000",10,NA,NA,"4928271037D",2021-11-01,24.41,13
"4491","099D","3932399","634","CHRISTOPHER PELT","4310056","68180051802","LISINOPRIL/HCTZ 10-12.5MG 500","04901","LUPIN PHARMA INC CS NCBNET","","",3,2021-07-26,2021-07-29,3.01,3,3,816,816,"Generics","0","N","LISINOPRIL/HCTZ","88002","GENERIC DRUG","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",500,"88002003",1,"SECONDARY, SECONDARY, SECONDARY","WH, WH, WH","3932399099D",2021-11-01,991.81,44.65
"4492","099D","5670500","634","CHRISTOPHER PELT","4370761","42192061501","NIFEDIPINE 10MG 100 SFG","09234","ACELLA PHARMACEUTICALS CS","","",4,2021-08-31,2021-09-04,1.53,1,1,24,24,"Generics","982","Y","NIFEDIPINE","2350","GENERIC DRUG","DIHYDROPYRIDINES",NA,"yes","SOURCE B - IN SCOPE","CENTRALIZED",100,"02350004",1,NA,NA,"5670500099D",2021-11-01,28.6,71.75
"4493","064D","5516505","628","JEANNINE ROGERS","4437429","69680013260","PROPAFENONE HCL ER 425MG 60","57305","VITRUVIAS THERAPEUTICS INC CS","","",3,2021-10-11,2021-10-14,4.78,4,4,1,1,"Generics","0","N","PROPAFENONE HCL","21059","GENERIC DRUG","ANTIARRHYTHMICS, MISCELLANEOUS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",60,"21059005",1,NA,"WH, WH, WH","5516505064D",2021-11-01,0.95,84.99
"4494","099D","1201789","628","JEANNINE ROGERS","4241249","49884005501","IMIPRAMINE HCL 25MG 100","02546","PAR PHARM CS","","",2,2021-06-14,2021-06-16,2.1,3,3,528,528,"Generics","0","Y","IMIPRAMINE HCL","16542","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"16542000",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","1201789099D",2021-11-01,334.67,24
"4495","032D","5654397","627","LISA POSTON","4195575","51293064701","BETHANECHOL 25MG 100","10666","ECI PHARMACEUTICALS LLC CS","","",36,2021-05-17,2021-06-22,6.84,7,7,24,24,"Generics","998","Y","BETHANECHOL CHLORIDE","18352","GENERIC DRUG","PARASYMPATHOMIMETIC (CHOLINERGIC AGENTS)","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"18352002",1,NA,"WH, WH, WH","5654397032D",2021-11-01,34.09,45.57
"4496","064D","5536040","628","JEANNINE ROGERS","0372182","60505708202","FENTANYL 50MCG/HR 5 C2","02775","APOTEX CORP CS","TN","OPIOID",6,2021-06-30,2021-07-06,4.16,7,7,576,576,"Generics","998","N","FENTANYL","19201","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",5,"19201001",1,NA,"C2, C2, C2","5536040064D",2021-11-01,188.41,49
"4497","064D","5450861","627","LISA POSTON","4425735","76385012401","METHOCARBAMOL 750MG 100 CPLT","10830","BAYSHORE PHARMACEUTICAL LLC CS","","",3,2021-10-04,2021-10-07,3.63,7,7,48,48,"Generics","0","N","METHOCARBAMOL","17893","GENERIC DRUG","CENTRALLY ACTING SKELETAL MUSCLE RELAXNT","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"17893002",1,NA,"WH, WH, WH","5450861064D",2021-11-01,33.24,9.21
"4498","064D","4580403","628","JEANNINE ROGERS","0370551","76204010025","IPRATROPIUM 0.02% 25X2.5MLUD","10352","RITEDOSE PHARMACEUTICALS CS","","",14,2021-06-07,2021-06-21,8.52,7,7,120,120,"Generics","0","N","IPRATROPIUM BROMIDE","42235","GENERIC DRUG","ANTIMUSCARINICS/ANTISPASMODICS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",63,"42235001",25,NA,"OV, OV, OV","4580403064D",2021-11-01,47.34,4.6
"4499","008D","5274667","627","LISA POSTON","4335352","62559043001","HYDROCORTISONE 1% 28.4GM","05300","ANI PHARMACEUTICALS INC CS","","",3,2021-08-10,2021-08-13,3.56,6,4,84,84,"Generics","0","N","HYDROCORTISONE","28851","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"28851002",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","5274667008D",2021-11-01,146.04,50
"4500","099D","5367214","628","JEANNINE ROGERS","4426005","00603243832","BENZTROPINE 1MG 1000","02546","PAR PHARM CS","","",6,2021-10-04,2021-10-10,2.04,3,3,168,168,"Generics","0","N","BENZTROPINE MESYLATE","17621","GENERIC DRUG","ANTICHOLINERGIC AGENTS (CNS)","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",1000,"17621007",1,NA,"WH, WH, WH","5367214099D",2021-11-01,131.19,152.19
"4501","064D","5535596","625","JEFF MEGYESI","4370661","69367020301","ACET/BTB/CAFF 325-50-40MG 100","11012","WESTMINSTER PHARMACEUTICALS CS","","",8,2021-08-31,2021-09-08,4.37,6,4,24,24,"Generics","0","Y","ACETAMIN/BUTALB/CAFF","72530","GENERIC DRUG","ANALGESICS AND ANTIPYRETICS, MISC.","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"72530001",1,NA,"WH, WH, WH","5535596064D",2021-11-01,17.36,66.75
"4502","064D","5647623","633","CAMERON HOWARD","4355002","69097084053","ALBUT/IPRAT 2.5-0.5 30UD 1/PCH","11037","CIPLA USA INC CS","","",26,2021-08-23,2021-09-18,3.74,7,7,24,24,"Generics","996","Y","ALBUTEROL/IPRATROPIUM","13456","GENERIC DRUG","ANTIMUSCARINICS/ANTISPASMODICS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",90,"13456012",30,NA,"WH, WH, WH","5647623064D",2021-11-01,148.1,19.5
"4503","064D","5102520","633","CAMERON HOWARD","4437406","69097015812","MELOXICAM 7.5MG 500","11037","CIPLA USA INC CS","","",7,2021-10-11,2021-10-18,7.95,7,7,48,48,"Generics","992","Y","MELOXICAM","31661","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",500,"31661002",1,NA,"WH, WH, WH","5102520064D",2021-11-01,35.03,19.4
"4504","015D","1135284","630","CODY DIERCKS","4234477","00338004902","SODIUM CL 0.9% 36X250ML VF","00157","BAXTER IV SYSTEMS","","",1,2021-06-09,2021-06-10,1,2,2,25,25,"Generics","995","Y","SODIUM CHLORIDE 0.9%","2962","GENERIC DRUG","REPLACEMENT PREPARATIONS","4","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",8640,"02962133",36,NA,NA,"1135284015D",2021-11-01,132.48,129.87
"4505","003D","5556030","628","JEANNINE ROGERS","4227155","50228035390","PREGABALIN 100MG 90 C5","57532","SCIEGEN PHARMACEUTICALS INC CS","","",3,2021-06-07,2021-06-10,4.12,4,4,72,72,"Generics","0","N","PREGABALIN","23048","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",90,"23048000",1,NA,"WH, WH, WH","5556030003D",2021-11-01,51.39,12.49
"4506","064D","5450564","632","ADAM STEMM","0372893","70954013510","DAPSONE 25MG 30","57300","NOVITIUM PHARMA LLC CS","","",2,2021-07-12,2021-07-14,2.41,7,6,24,24,"Generics","0","N","DAPSONE","43361","GENERIC DRUG","ANTIMYCOBACTERIALS, MISCELLANEOUS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"43361000",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","5450564064D",2021-11-01,20.98,29.5
"4507","018D","5211172","625","JEFF MEGYESI","4183563","69918090110","DESMOPRESSIN 4MCG/ML 10ML","11235","AMRING PHARMACEUTICALS INC","","",1,2021-05-10,2021-05-11,1.01,3,3,18,18,"Generics","0","N","DESMOPRESSIN ACETATE","10260","GENERIC DRUG","PITUITARY",NA,"yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",10,"10260001",1,NA,NA,"5211172018D",2021-11-01,6.97,595.2
"4508","011D","5423124","633","CAMERON HOWARD","4239245","00406802003","BUPRNPH/NALOX 8-2MG 30 SL C3","02598","SPECGX LLC CS","","",3,2021-06-14,2021-06-17,2.53,4,4,12,12,"Generics","0","N","BUPRENORPHINE HCL/NALOXONE HCL","18974","GENERIC DRUG","OPIATE PARTIAL AGONISTS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",30,"18974001",1,NA,"WH, WH, WH","5423124011D",2021-11-01,9.81,48
"4509","026D","5455001","622","ESMERALDA TUSSING","4358938","70700011985","ESTARYLLA 0.25-0.035MG 3X28BPK","57690","XIROMED LLC CS","","",2,2021-08-24,2021-08-26,5.98,6,6,64,64,"Generics","0","Y","NORGESTIMATE/ETH ESTRADIOL","11300","GENERIC DRUG","CONTRACEPTIVES","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",84,"11300003",3,"NO FORM, PRIMARY, NO FORM","WH, WH, WH","5455001026D",2021-11-01,77.03,32.07
"4510","099D","3730967","622","ESMERALDA TUSSING","4235119","59746038506","TERAZOSIN 5MG 100","09099","CADISTA PHARMA INC CS NCB NET","","",6,2021-06-09,2021-06-15,5.31,6,6,1296,1296,"Generics","998","N","TERAZOSIN HCL","47126","GENERIC DRUG","ALPHA-ADRENERGIC BLOCKING AGENTS",NA,"yes","GENERIC DRUG","CENTRALIZED",100,"47126001",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","3730967099D",2021-11-01,234.07,18
"4511","015D","4378055","632","ADAM STEMM","4332853","61442010301","DICLOFENAC SOD 75MG 100 DR EC","09748","CARLSBAD TECHNOLOGY INC CS","","",7,2021-08-09,2021-08-16,6.04,8,8,24,24,"Generics","0","N","DICLOFENAC SODIUM","35852","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"35852000",1,NA,"WH, WH, WH","4378055015D",2021-11-01,76.81,27
"4512","064D","5435268","632","ADAM STEMM","0370160","70954013610","DAPSONE 100MG 30","57300","NOVITIUM PHARMA LLC CS","","",14,2021-05-28,2021-06-11,2.24,6,6,48,48,"Generics","0","N","DAPSONE","43360","GENERIC DRUG","ANTIMYCOBACTERIALS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"43360000",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","5435268064D",2021-11-01,32.8,36.26
"4513","037D","3309721","630","CODY DIERCKS","4391441","00338519741","FAMOTIDINE 20MG/50ML 24X50ML","00157","BAXTER IV SYSTEMS","","",7,2021-09-13,2021-09-20,3.65,2,2,16,16,"Generics","992","Y","FAMOTIDINE/0.9% NACL","46411","GENERIC DRUG","HISTAMINE H2-ANTAGONISTS",NA,NA,"SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",1200,"46411001",24,NA,NA,"3309721037D",2021-11-01,9.96,123.23
"4514","099D","5000427","624","ASHLEY BOLTZ","4242651","00378292093","TELMISARTAN 20MG 30","02545","MYLAN PHARM CS","","",2,2021-06-14,2021-06-16,2.49,3,3,144,144,"Generics","0","N","TELMISARTAN","23833","GENERIC DRUG","ANGIOTENSIN II RECEPTOR ANTAGONISTS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",30,"23833002",1,NA,"WH, WH, WH","5000427099D",2021-11-01,1134.57,32.16
"4515","099D","4950739","633","CAMERON HOWARD","4173731","00574024201","REPAGLINIDE 2MG 100","02237","PADAGIS US LLC RX CS","","",3,2021-05-03,2021-05-06,2.97,3,3,48,48,"Generics","0","N","REPAGLINIDE","26313","GENERIC DRUG","MEGLITINIDES","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",100,"26313001",1,"PRIMARY, NO FORM, PRIMARY","WH, WH, WH","4950739099D",2021-11-01,395.04,20
"4516","099D","4278032","624","ASHLEY BOLTZ","4244407","13107015599","PAROXETINE HCL 20MG 1000 CPLT","04898","AUROBINDO PHARMA USA CS","","",5,2021-06-15,2021-06-20,4.64,4,4,192,168,"Generics","0","Y","PAROXETINE HCL","16366","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",1000,"16366003",1,"SECONDARY, NO FORM, SECONDARY","WH, WH, WH","4278032099D",2021-11-01,101.91,130
"4517","008D","5401633","627","LISA POSTON","4415429","69784020560","CROMOLYN 10MG/ML 60X2MLUD INH","11388","WOODWARD PHARMA SERVICE LLC CS","","",1,2021-09-27,2021-09-28,1.17,3,3,12,12,"Generics","0","N","CROMOLYN SODIUM","46780","GENERIC DRUG","MAST-CELL STABILIZERS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",120,"46780005",60,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","5401633008D",2021-11-01,9.03,1084.5
"4518","099D","4308144","622","ESMERALDA TUSSING","4336931","68462029601","TRANDOL/VERAP 2-240MG 100 ER","04956","GLENMARK PHARMA INC USA CS","","",6,2021-08-11,2021-08-17,5.43,5,5,48,48,"Generics","992","Y","TRANDOLAPRIL/VERAPAMIL","32113","GENERIC DRUG","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"32113003",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","4308144099D",2021-11-01,41.35,423.22
"4519","064D","5423694","634","CHRISTOPHER PELT","4372682","47335030888","ZOLPIDEM TART ER 12.5MG 100 C4","04782","SUN PHARMACEUTICAL CS","","SUNC3C4",8,2021-09-01,2021-09-09,11.12,8,8,24,24,"Generics","997","Y","ZOLPIDEM TARTRATE","25457","GENERIC DRUG","ANXIOLYTICS,SEDATIVES,AND HYPNOTICS,MISC","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"25457000",1,NA,"WH, WH, WH","5423694064D",2021-11-01,34.94,75
"4520","015D","2543387","630","CODY DIERCKS","4223190","00338004918","SODIUM CL 0.9%96X100ML MNBG VF","00157","BAXTER IV SYSTEMS","","",1,2021-06-02,2021-06-03,1,2,2,9,9,"Generics","998","Y","SODIUM CHLORIDE 0.9%","2962","GENERIC DRUG","REPLACEMENT PREPARATIONS",NA,"yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",9600,"02962146",96,NA,NA,"2543387015D",2021-11-01,28.38,213.12
"4521","037D","5084546","624","ASHLEY BOLTZ","4405765","68094076462","MIDAZOLAM 10MG/5ML 30X5MLUD C4","04634","PRECISION DOSE INC","","",7,2021-09-21,2021-09-28,6.73,7,7,30,30,"Generics","0","N","MIDAZOLAM HCL","29134","GENERIC DRUG","BENZODIAZEPINES (ANXIOLYTIC,SEDATIV/HYP)",NA,NA,"SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",150,"29134001",30,NA,NA,"5084546037D",2021-11-01,4.72,183.32
"4522","064D","5324116","633","CAMERON HOWARD","0369669","69097045905","FENOFIBRATE 48MG 90","11037","CIPLA USA INC CS","","",8,2021-05-24,2021-06-01,6.21,7,7,96,96,"Generics","0","Y","FENOFIBRATE","97002","GENERIC DRUG","FIBRIC ACID DERIVATIVES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",90,"97002000",1,"NO FORM, PRIMARY, NO FORM","WH, WH, WH","5324116064D",2021-11-01,137.01,20.86
"4523","099D","4259263","627","LISA POSTON","4229807","00054017613","BUPRENORPHINE 2MG 30 SL C3","02811","HIKMA CS","","CNT",7,2021-06-07,2021-06-14,7,7,7,1600,1600,"Generics","992","Y","BUPRENORPHINE HCL","64672","GENERIC DRUG","OPIATE PARTIAL AGONISTS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",30,"64672001",1,"NO FORM, PRIMARY, NO FORM","WH, WH, WH","4259263099D",2021-11-01,1846.7,45
"4524","003D","5014295","627","LISA POSTON","4238511","53746010901","HYDROCOD/APAP 5-325MG 100 C2","04511","AMNEAL PHARMACEUTICALS LLC CS","KY","OPIOID",8,2021-06-14,2021-06-22,2.83,3,2,1272,1272,"Generics","0","Y","HYDROCOD/ACETAMIN","12486","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"12486000",1,"PRIMARY, NO FORM, PRIMARY","C2, C2, C2","5014295003D",2021-11-01,1255.69,18
"4525","099D","5147608","627","LISA POSTON","4320023","00641612725","MORPHINE 10MG/ML 25X1ML C2","09224","HIKMA INJECTABLE","OH","",7,2021-08-02,2021-08-09,7.26,7,7,640,640,"Generics","0","N","MORPHINE SULFATE","16048","GENERIC DRUG","OPIATE AGONISTS",NA,NA,"GENERIC DRUG","CENTRALIZED",25,"16048000",25,NA,NA,"5147608099D",2021-11-01,1129.73,57.95
"4526","064D","4337325","634","CHRISTOPHER PELT","0369435","47335093890","AZELASTINE HCL 0.05% 6ML OPTH","04782","SUN PHARMACEUTICAL CS","","",9,2021-05-19,2021-05-28,9.61,12,11,4560,4560,"Generics","0","Y","AZELASTINE HCL","94615","GENERIC DRUG","ANTIALLERGIC AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",6,"94615002",1,"PRIMARY, NO FORM, PRIMARY","WH, WH, WH","4337325064D",2021-11-01,950.09,35
"4527","064D","5479480","633","CAMERON HOWARD","4405919","42806014932","AZITHROMYCIN 200MG/5ML 15ML","09785","EPIC PHARMA LLC CS","","",2,2021-09-21,2021-09-23,10.05,8,8,144,144,"Generics","982","Y","AZITHROMYCIN","61199","GENERIC DRUG","MACROLIDES","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",15,"61199001",1,"NO FORM, NO FORM, PRIMARY","WH, WH, WH","5479480064D",2021-11-01,225.01,13
"4528","003D","1502749","633","CAMERON HOWARD","4185540","00409650901","VANCOMYCIN 5GM BULK PF","57147","PFIZER INJECTABLE SI","","",4,2021-05-10,2021-05-14,4.26,4,4,100,100,"Generics","921","Y","VANCOMYCIN HCL","41283","GENERIC DRUG","ANTIBACTERIALS, MISCELLANEOUS","2","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",1,"41283004",1,NA,NA,"1502749003D",2021-11-01,99.73,89.37
"4529","043D","5232087","625","JEFF MEGYESI","4275154","69918030130","TRANEXAMIC ACID 650MG 30","11202","AMRING PHARMACEUTICALS INC CS","","",6,2021-07-02,2021-07-08,2.59,3,3,168,168,"Generics","0","Y","TRANEXAMIC ACID","28578","GENERIC DRUG","HEMOSTATICS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"28578001",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","5232087043D",2021-11-01,90.11,130.36
"4530","064D","5390851","622","ESMERALDA TUSSING","4402506","11534015901","PHENTERMINE HCL 37.5MG 100 C4","11084","SUNRISE PHARMACEUTICAL INC CS","","",4,2021-09-20,2021-09-24,3.7,3,3,24,24,"Generics","0","N","PHENTERMINE HCL","20693","GENERIC DRUG","ANOREXIGENIC AGENTS, MISCELLANEOUS","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"20693001",1,NA,"OV, OV, OV","5390851064D",2021-11-01,36.89,27.6
"4531","064D","5168687","628","JEANNINE ROGERS","0368658","76204060060","ALBUT/IPRAT2.5-0.5MG/3ML2X30UD","10352","RITEDOSE PHARMACEUTICALS CS","","",7,2021-05-10,2021-05-17,5.34,7,7,12,12,"Generics","0","N","ALBUTEROL/IPRATROPIUM","13456","GENERIC DRUG","ANTIMUSCARINICS/ANTISPASMODICS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",180,"13456011",60,NA,"WH, WH, WH","5168687064D",2021-11-01,29.03,24
"4532","064D","5668918","634","CHRISTOPHER PELT","0369318","57664033788","AMPHET SALT CMB 10MG 100 ER C2","04782","SUN PHARMACEUTICAL CS","NJ","",6,2021-05-18,2021-05-24,5.91,8,8,72,72,"Generics","0","N","DEXTROAMPHETAMINE/AMPHETAMINE","14635","GENERIC DRUG","AMPHETAMINES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"14635001",1,NA,"C2, C2, C2","5668918064D",2021-11-01,74.82,110
"4533","099D","1041516","623","MARISSA HORN","4181856","00168001531","HYDROCORTISONE 1% 28.35GM","02998","SANDOZ FOUGERA CS","","",5,2021-05-07,2021-05-12,4.77,5,7,1440,1440,"Generics","0","N","HYDROCORTISONE","30942","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",30,"30942031",1,NA,"WH, WH, WH","1041516099D",2021-11-01,2181.63,6
"4534","064D","5259528","633","CAMERON HOWARD","4437406","69097085705","FOSINOPRIL SODIUM 20MG 90","11037","CIPLA USA INC CS","","",8,2021-10-11,2021-10-19,12.8,7,7,48,48,"Generics","0","N","FOSINOPRIL SODIUM","48582","GENERIC DRUG","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",90,"48582002",1,NA,"WH, WH, WH","5259528064D",2021-11-01,44.57,30.65
"4535","032D","5298989","625","JEFF MEGYESI","4172958","27241008403","AMLOD/OLMES MEDOX 5-40MG 30","10863","AJANTA PHARMA USA INC CS","","",4,2021-05-03,2021-05-07,7.15,8,8,36,36,"Generics","0","N","AMLODIPINE/OLMESARTAN MEDOX","98938","GENERIC DRUG","DIHYDROPYRIDINES","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",30,"98938002",1,NA,"WH, WH, WH","5298989032D",2021-11-01,2.12,59.42
"4536","019D","5562756","628","JEANNINE ROGERS","4357774","00548560800","ENOXAPARIN 100MG/ML 3ML","57304","AMPHASTAR PHARMA INC CS","","",2,2021-08-24,2021-08-26,2.05,3,3,30,30,"Generics","0","N","ENOXAPARIN SODIUM","96334","GENERIC DRUG","ANTICOAGULANTS, MISCELLANEOUS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",3,"96334000",1,NA,"OV, OV, OV","5562756019D",2021-11-01,11.41,32
